"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"NKX25_02",0.000887930959919113,0.00348068936288292,0.477270815362862,0.353741013022057,1.53642262130603,234,"HOXD8, HOXC6, PITX2, OTP, SHOX2, HOXB6, PTPRC, GJA1, TBXAS1, ALX1, GPR65, HOXC4, GPC4, EYA1, ATP11C, SMAD6, GNA13, PHEX, CTSK, BBOX1, KCTD12, FLT1, PRRX1, EN1, TAB2, FGF10, NTRK2, EDA, MSI2, ATP13A4, TFAP2D, MS4A1, REEP4, AQP3, DNAJB4, TBX19, TRPM7, RORA, PAX2, INPPL1, KLF6, MUC15, TCF12, SLC4A4, ACP6, PTPN21, TBL1X, STAT3, EGLN1, ARRDC3, NEO1, ATF7, PAX3, KCTD15, PRRC1, LTBP1, HMGA2"
"NKX2_2_TARGET_GENES",0.00600766806789367,0.018115429866264,0.407017918923954,0.250004751619341,1.23206662139083,1093,"HOXA10, PITX2, HOXA7, HOTTIP, PLAC8, RBM47, HOXB6, PLA2G2A, HOXB3, OSR2, ANG, TGIF1, EDN1, SLC52A3, ZFP36L2, BCL6, EMP1, ZBED6, NWD1, BTNL8, RHOBTB3, P4HA1, NFKBIZ, SLC7A11, TEC, GPR160, HCG14, SPR, EPS8, RBM48, MYOF, SLC18B1, SEMA3C, DNAJB1, AHCYL2, PRLR, THAP2, HES1, ZC3HAV1, GPR146, LAPTM4A, FOS, ARHGAP5, C4orf47, CYP4F12, IKBIP, MCM8, PPP1R13L, NR2F2, FGD6, SESN1, SMAD5, PPP2R1B, GABPA, ERBB2, TIMELESS, SIRT4, BAZ2B, LYSMD3, BNIP2, PIM1, G3BP1, RAB27A, SLC39A11, TRAF3IP2, CAB39L, MCC, NHSL1, ARSK, BMI1, VASH2, FCHO2, HERPUD1, AXDND1, LAMA3, SHPK, RFX3, TMEM39A, RPS17, DENND2D, ERAP2, OTUD4, STAG1, ATAD2, SNORD101, DDX60L, XPO1, AHCTF1, TRPM7, CCNL1, RBM7, SREK1, ZNF24, CDCA2, NEDD9, CREBRF, ATP11B, ZNF181, SORBS1, RPS27L, WDSUB1, PPM1D, METTL18, ZBTB5, PRPF4B, SIAH1, RAB30, ORAI1, SNCAIP, ING1, CD164, CDC45, GAB1, SCAMP2, ZCCHC8, BRCA2, FER, CEP57L1, EIF3E, GDF9, MGME1, HSPE1, MAP3K5, TTC32, ACP6, ALDH6A1, LINC00649, LSM6, FXR1, ZC3H11A, MGST2, MLLT3, LRRC66, CAAP1, PIK3CA, CNOT6, RND3, TBC1D15, SLAIN2, HADHB, SPICE1, RIMKLB, CCNJL, FMNL3, KIF20A, SDHD, ZFC3H1, ATAD2B, FBXO33, HNRNPH3, ARRDC3, CRYZ, WASF2, ZNF292, KCTD9, POGLUT1, CLDN12, RAD51-AS1, BCKDHB, ISOC1, AASDH, ASNSD1, UXT, SEC14L1, NCOA3, ITGA7, TMBIM1, TTI2, ZNF117, MALAT1, HSPD1, SPATA17, HERC4, SRSF10, CPSF2, HIBADH, SERP1, FAM13A, NAA38, PRR15, TRA2A, ARL5A, RAB28, INTS12, DYNC2H1, ITM2B, TMBIM6, CENPQ, DLEU2, GSPT1, PIH1D2, EFCAB14, SMARCAD1, NEK7, C12orf60, FHDC1, TSHZ1, PUS10, INO80D, TMCO4, DERL2, HNRNPA2B1, ZNF460, TYW1B, THADA, KITLG, OMA1, ALDH7A1, PCBP2, CCDC150, MTRF1L, PHACTR4, CNTRL, SOS1, HIGD2A, CAMKMT, USP28, UBALD2, FNDC3A, TNKS2, SETDB2, MSL2, SLCO2B1, EP300, ANXA4, CDK2AP2, SOX6, DPP9, RBM39, WDR5B, HNRNPC, CWC22, SYF2, ERCC5, STXBP3, MAP4K1, EFHD1, C1orf112, ISL2, FAM114A2, SLC39A8, PPP6R3, RPL30, CKAP2, HHLA3, PCCA, S100A14, NOD1, AGAP2-AS1, SNRNP27, RPS27, CTNS, TNRC6B, EXD2, CREBZF, ACADM, ATG12, FAM227A, RPL34, CAST, CASP2, ERCC4, CEP44, RPS23, ARHGAP27, DNLZ, NUDT12, RSRC2, RAD51, NUB1, RN7SK, TTC30B, TFDP2, MFSD1, NUP188, TAF12, CTDSPL2, PPP4R1, MAP4K3, CYB5D1, CACYBP, KATNBL1, FAM135A, EXPH5, BTBD8, RPS6, HDAC8, MYLK-AS1, ETFA, SERF2, ZNF770, FRAT1, GPR19, TFAM, SCP2, TTC17, SDF2, USP34, TARDBP, PEX13, PSMD6, TBCCD1, ZFP37, BANF1, IQCD, ATP7B, SRSF7, BLM, ZNF473, C2orf88, XPOT, LIMD1-AS1, KIAA0586, NCBP2, MRRF, DNAJC13, PDCD10, CEBPZ, MIS12, ZNF225, NIPAL1, ADNP, ZBED5-AS1, RPL21, ZBTB7C, BRCA1, RNASE4, TTC7A, PRDX3, GLRX, PANK4, DPM1, EXD1, SLC41A2, ANP32E, RPL27A, OSGEPL1, NBN, SACM1L, ZBED5"
"NKX2_3_TARGET_GENES",0.622900763358779,0.884699634915367,0.0550211117163117,0.206602621048169,0.953783453906169,453,"HOXB6, HOXB3, YAP1, CLDN7, ANO2, METTL7B, S100A11, PMEL, HILPDA, USP53, ANTXR2, TBX3, MMP14, SLC7A7, C1R, GDF15, KRT8, ANO6, EPS8, CASP6, FAM43A, GFAP, KIF18A, HLA-DMA, CEP112, NBEAL1, SIX5, SP1, ITPRIPL1, CNN3, FGD6, CAV1, TP53I3, PIM1, NAMPT, ZNF107, CAB39L, SPATA41, FCRLA, PHF19, YOD1, NUFIP2, RBM7, KLF6, SLC3A2, ZNF442, PUS7L, PEX12, TMEM106C, UACA, PSPH, RAD52, NEK4, NRM, RHBDF1, LARP7, RBM6, TRIOBP, TMEM253, SDHAF2, IFT74, KLRG1, IKZF5, AGTRAP, SLAIN2, RBPMS, TPP1, IRAK4, BBX, TRIP4, MCMBP, RAG1, PAX3, HMGA2, AUP1, BTN2A2, FAM13A, RAPGEF3, TSPAN4, PNPLA8, WDR6, PARP14, C12orf60, HSPG2, SPATA1, MGAT1, SNHG1, GTF3C6, ZNF546, SARNP, LRCH4, STK36, LTA4H, SETDB2, GPRC5B, AK1, PLXNB1, RECQL, NR1D1, TFAP2A, NUDT5, METTL15, ATL2, FYN, CA5BP1, C11orf54, SLC39A8, GLP2R, CNOT4, ZHX2"
"NKX2_8_TARGET_GENES",0.921146953405018,1,0.0444181153081573,0.219265261754875,0.688939846540009,34,"ANXA2, AHNAK, KDM5A, FBXO33, WASF2, COL4A4, CPSF2"
"NKX3A_01",8.12437351166911e-05,0.000471117517244717,0.538434096309916,0.391392981630223,1.66825920285344,209,"HOXC6, BMP5, OTP, SIX1, GADL1, HOXB2, TP63, LHX5, ZIC5, ALX1, KERA, NEDD4, HOXC4, KCNN3, ZIC1, EYA1, PAX9, TOB1, PAX6, DNASE2B, EFEMP1, BAIAP2L1, MID1, SIX3, SMAD5, STC1, SOX5, POU3F2, ZIC4, CDK11A, TFAP2D, JUNB, ERG, LOXL2, PTH1R, HP1BP3, SALL1, EMCN, ASB4, ZMYND8, RNF17, NR2F1"
"NKX61_01",1.74125027758797e-08,3.63069206816215e-07,0.73376198835648,0.460207488933395,1.96977179102336,211,"HOXA11, HOXC10, HOXD8, HOXC6, OTP, SLC26A7, HOXA7, TBX5, GATA3, SAMD11, ANGPT2, KLF15, ZFP36L1, TBXAS1, UBE2C, HOXC4, BCL6, KCNN3, ELF4, RHOBTB3, CXCL13, EYA1, PTPN22, TOB1, BOC, FLI1, PRRX1, EN1, MID1, SOAT1, SOX5, ZIC4, CDK11A, OLFM4, DTNA, SLC6A4, AOC2, EDA, ARID5A, SALL3, ALDH1A2, ELP4, ERG, SESN3, CNTLN, TRIM8, SAT1, NR2F1, NIPBL, KCNJ16"
"NKX62_Q2",0.000144791594339864,0.000785367997742906,0.518848077743792,0.374826652278645,1.61575432269035,220,"HOXA11, HOXA10, HOXC6, SHOX2, BNC2, TBX5, TP63, RIPK4, SMTNL2, GSX1, TWIST1, ANGPT1, HOXC4, MAB21L1, KCNN3, ZIC1, NFIL3, RASSF9, EYA1, PGR, TBX6, MSTN, SLC7A9, TSC22D3, ARHGEF38, CDKN2C, CCNG1, SIX3, CALD1, ZIC4, SLC44A3, DTNA, ABCB1, MAFA, AQP6, FABP4, STK38, ERG, NUFIP2, BAMBI, XPO1, PTH1R, BACE2, FIGN, IKZF3, PELI2, MUC15"
"NKX6_1_TARGET_GENES",0.00311650867510198,0.0103883622503399,0.431707695803346,0.619442090378698,1.80803045277853,24,"BARX1, MLPH, COL6A3, CD300A, COL6A4P2, ABCB1, MFNG, PLCG2"
"NME2_TARGET_GENES",0.0661896243291592,0.141938362894039,0.234392647294686,0.383601293403268,1.33874709046001,55,"OTP, LINC00310, GPHA2, LINC00887, NDNF, OTOG, MYC, CTSK, SELENBP1, SOX5, ACSF2, PRKG1, COL11A1, BLK, EMB"
"NMYC_01",0.260869565217391,0.448169955359695,0.101713902282311,0.244473663478287,1.07368022200689,258,"HOXC13, HOXB7, FKBP5, OSR1, COL2A1, ANGPT2, GPC3, GJA1, ABCA1, ALX4, IQGAP2, GADD45B, WEE1, CDC14A, GNA13, HS3ST3A1, GADD45G, HMOX1, SEMA3F, HYAL2, BCL2, CEBPB, MCM8, FGF11, ENPP6, KANSL1L, FKBP10, HBP1, RUNX2, CHST11, LHX9, PPAT, RAB30, SNCAIP, KDM3A, YBX1, SLC43A1, MGME1, HSPE1, TIAL1, MFHAS1, STAT3, ARRDC3, TLE3, POGLUT1, HSPD1, CNST, CTBP2, KAT6A, TMED10, POGK, TET2, XRN2, CMTM8, ST6GAL1, PFKFB3, EPB41, PABPC1"
"NPAT_TARGET_GENES",1,1,0.0566484183613995,-0.11996019006569,-0.538387743817369,202,"SNORA14B, ATP6V0E2, ANKRD24, TMEM141, ATP6V0E2-AS1, JMJD4, CGREF1, COPS7A, SMARCA4, KIF3B, VAPB, CKLF-CMTM1, CORO7, NUP93, STK32C, SLC2A11, ENDOV, TOMM20, EID2B, TOLLIP, VPS51, UBE2V1, KHDRBS1, TIMM13, GPI, MTCH2, SPPL2B, IQCC, FUT8, MAN1B1, TRMT2A, RAB35, ENTPD6, PRKRIP1, MCRS1, PRPF40B, SIN3B, ARHGEF37, NDEL1, MLST8, SNAP47, LONP1, RMND1, CEP250, HINT1, CSNK1A1, EXOC8, VRK3, CDC7, IRGQ, TFPT, SUGP2, ASPSCR1, FADD, PRELID2, VPS26B, FAM98A, HNRNPA1, BNIP3, THOC3, ARMC6, NAGK, EMC10, TTC28-AS1, ZNF576, GLG1, ANGEL1, PDRG1, PREB, RANBP1, CHMP7, AKTIP, SNX1, FXR2, DNAJA3, RNF19B, FBRS, RRP1, YEATS4, MST1P2, SIRT6, PVR, NVL, THAP7, SEC61G"
"NPM1_TARGET_GENES",0.998447204968944,1,0.0340463727579649,0.160540635467579,0.7157541244698,298,"HOXA9, HOTTIP, HOXB5, HOXB6, IFRD1, DNAJB4, YOD1, S100A6, TAS1R1, DPY19L4, VAV1, SMC4, CNOT8, FEM1C, FCHSD2, NEK4, YBX1, PPIL4, TNIP2, CTDSP2, SNHG12, SP3, EPC1, KLRG1, RPS3A, TRIM52, SNORD46, HNRNPH3, RAG1, DDX5, ERLIN2, RRN3, MAP3K7, NFATC3, TOR1AIP1, CNST, NAA38, BANP, ZNF367, FUBP1, VSIG10, PCBP2, PHIP, C18orf25, TCF3, MSL2, RBM39, RPS8, TLN1, WDR5B, ZNF202, KLHL21, ZFP62, RCOR1, ZNF410, CAMSAP2, TBPL1, ARL14EP, PPP4R1, CYB5D1, CACYBP, ZZZ3, IST1, ABCD4, PSMD6, TBCCD1, RBPJ, CSPP1, RPS7, CEP95, SLC35D1, ADNP, PCM1, IREB2, MAPK14, SLC30A6, TRAF6, RPL27A, THOC1, TFB2M, DIDO1, ZNF250, RPS20, TMEM209, RPL10, ZNF787, EFCAB7, KRTCAP2, BRIX1, ERGIC2, WDR1, ZSCAN12, MED20, LZIC, KDM3B, PRKAB2, ERCC6L2"
"NR0B1_TARGET_GENES",0.0494590417310665,0.111169405725792,0.252961123069611,0.277856282016175,1.24426355824137,306,"DDIT4, SAMD11, SOCS3, TMEM100, GPRC5A, TNFAIP3, NFKBIA, SEMA3D, KANK2, OSMR, ZNF217, RHOBTB3, CAPN2, SMAD6, GDF15, MYC, TOB1, ID1, DUSP1, CXCL2, NFKB2, PRSS23, CD109, SERPINB1, FABP5P3, NFE2L2, TAGLN2, SMAD5, DRAM1, RGS2, LGALS3, PRKCH, NAMPT, NFATC1, DTNA, CRB1, IRF2BP2, HIPK3, CD55, DPY19L4, BCL3, CCNL1, P4HA2, MED13L, AXL, DOCK7, NR2F1, IL6ST, RB1, PCBP1-AS1, SLC25A20, IRF2, PPP1R3C, LPIN1, IGF1R, MTMR10, ARHGEF40, FZD5, TBL1X, ZBTB38, IDH1, PDE4D, NCOA3, PLAGL2, MALAT1, CTBP2, SEMA4B, ARL5A, PITPNC1, IRS2, DLEU2, SNHG7, SEC11A, ENAH, CDC73, PXMP2, USP3, NR0B1, MET"
"NR1D1_TARGET_GENES",0.601739130434783,0.860983584899429,0.0628003977812234,0.24360943226229,0.935503546445187,98,"HCG14, DLGAP1-AS1, HLA-DMA, TRAF3IP2, DENND2D, PNPT1, SP4, BTG2, PCNA, ST7-AS2, ZMPSTE24, RICTOR, IKBKB, JUP, BANP, C2orf68, AP3B1, HNRNPC, CCDC38, CA5BP1, PSMB9, TNRC6B, ATRAID, EEF2K, SRSF11, USP15, IST1, ARHGAP12, NDUFAF2, MYCL, RBM4B, CTSO, RFX1, C6orf120, RRM2B, FAM13B, NSMAF, GPATCH11, IQCH, RRP15, C17orf80, ERCC8"
"NR1H4_TARGET_GENES",0.266153846153846,0.452984680401479,0.0999276973731092,0.238043751020346,1.07441865172689,339,"SERPINA1, ADH1B, DDIT4, MT2A, GCGR, ANG, IQGAP2, BATF, MAP3K8, NFKBIA, SZT2-AS1, AJUBA, HSPB1, C3, SLC16A1, PLIN4, CAPN2, CELSR1, SLC43A3, CA5A, SNX31, ICAM1, TRAM1, LEAP2, SERPINC1, HLA-F-AS1, SELENBP1, INHBE, TAGLN2, CFB, PPP2R1B, TGFBI, SLC51B, CHPT1, DOCK6, TCAP, TAT, MCC, TPRG1-AS1, HRCT1, TMPRSS6, NABP1, ITGB5, PHKA1, SHPK, TRIM4, CCNL1, ALDH3A2, MPST, FLVCR2, PYROXD2, PPAT, PLCG2, SLC10A1, SLC25A18, TMEM220, CLMN, FRMD6, SLC43A1, AGT, GPRC5C, TPST2, ALDH2, CGNL1"
"NR1I2_TARGET_GENES",0.900311526479751,1,0.0390355298112393,0.191187667054316,0.845762183870243,279,"ANXA2, TNFAIP8, METTL7B, ANG, AHNAK, YBX3, PLAUR, EPS8, SRGAP1, AGBL5-AS1, BNIP2, HBP1, LACTB, TMEM39A, CLN5, PPAT, SLC3A2, RPS27L, CTSH, PCBP1-AS1, SLC2A1, RAP1A, UACA, MFAP3, MAP3K5, LARP4, RBM17, ALDH2, MCMBP, ASXL2, HEXA-AS1, EEF1A1, SLC6A9, POLDIP3, C12orf60, TUBD1, HIPK1, SNHG1, ALCAM, PABPC1, NUP205, GTF3C6, DNAJC2, CCNT1, DDX21, CCDC107, FAM114A2, HEXIM1, DDR1, DDX39A, RPS6KB1, CKAP2, FBXL5, PAGR1, RNF6, USP45, BRI3, RAD51, TULP3, DR1, FAM135A, PTRHD1, ASB7, DDX23, ASCC3, ZNF609, ETFA, FAM200B, CCDC15, RHOA, RBM22, NCAPD3, VDR, NCBP2, MRRF, PAICS, RNASE4, POLR2M, SAYSD1, NBN, KANSL1, SHC4, MEPCE, ZC3H14, BUD31, DLL4, ZNF250, EBAG9, RBM33, RPS19BP1, CDCA3"
"NRF1_Q6",1,1,0.0341946045318573,0.138722585556133,0.605124711316967,243,"POU4F2, HOXC6, HOXC4, HILPDA, CKS2, CBFB, SMAD5, KANSL1L, VAV3, FGFR1OP2, JAG1, KRCC1, HNRNPH1, SMC4, PAXBP1, DNAJC3, ARFGAP3, WNT5A, TMEM255A, CCNJL, PHC3, SEC14L1, PPP1R15B, VAT1, TDP2, HIBADH, PTPN2, MIB1, ZNF800, EDEM3, TNKS2, SPOP, CDK2AP2, ZNF638, MAP4K1, TMF1, TSACC, SPATA5L1, SENP7, DNAJA1, SRSF1, PLEKHA1, RAB10, ACOT13, PPP1R10, PGRMC2, FOXO4, RHOA, NUDCD2, FNBP4, SRSF7, PTGES3, HMMR"
"NRF2_01",1,1,0.0339723613634993,0.151689310313622,0.666996095736612,260,"TNFRSF1A, LRRC1, BAZ1A, GTSF1, BCL2, IQGAP1, FGFR1OP2, GNAI3, RAB25, NIPBL, ACAD11, CLMN, SCAMP2, HSPH1, ZNF22, ELK4, ALX3, SDHAF2, DTX2, CKS1B, SDHD, DDX5, PHF6, SZRD1, FYCO1, DNAJC1, ZNF322, KLHL17, HERC4, CHUK, ZBTB26, GSPT1, RRAS, SEC11A, HMBOX1, ZFHX3, ZNF384, RGS19, BTAF1, TNKS2, ARL5B, MSANTD2, EIF2B2, ZBTB41, TMCO1, NUDT5, RAP2C, HNRNPLL, SHC1, FRS2, RPL34, ARHGAP4, UHMK1, STK4, CWC25, MTF1, DR1, ZBTB11, ZNF184, TYMP, CPEB4, CRB3, E2F4, TRMT112, RPL6, MTMR2, TCF7, CEP95"
"NRF2_Q4",0.288372093023256,0.483133724513035,0.0956031492204301,0.246319775700753,1.07473898387219,239,"CLEC10A, SRPX2, SLC11A1, TFEC, SLC38A2, TBXAS1, MMP19, TGIF1, CAPN6, PSMA2, ZIC1, TFPI2, IL6, BTK, SMAD6, GAST, RHOH, GADD45G, MSTN, MGST1, PRX, MDFI, CD44, BACH1, FBXO30, FGF11, S1PR1, RGS2, ZIC4, BEND7, ABHD4, ITPKC, ZFHX4, LAMA3, PKN3, ROM1, CLDN15, BAG2, LAMC1, NOG, RDH5, LINC00649, TIAL1, SYTL1, MMRN2, TBL1X, DTX2, CCDC126, MASP1, ZC2HC1C, CRYGS, PDE4D, LOXL4, PITPNC1, ITM2B, NOTCH4, CPNE8, CDH23, HSPG2, DMD, UBXN4, TNXB, EML3, NUDT11, PIAS1, RARG, DDX17, RBM39"
"NRSF_01",0.00019903976291561,0.00101279039859,0.518848077743792,-0.442355590022396,-1.76343062928721,90,"KCNH4, SST, RXFP3, VGF, SEZ6, RPH3A, CHRNB2, RASGRF1, ATP2B2, NPPB, NPAS4, BDNF, KCNH8, PDZD7, KRT86, TMEM179, HHATL, SCN3B, NEFM, PRLHR, GRIN1, SYT4, SNAP25, APBB1, STMN2, FGF12, NEFH, PAQR4, DPH2, CELF3, SARM1, AMER3, SCAMP5, PTPRN, SLC12A5, INA, OGDHL, VIP, SRRM4, TRIM9, ATP6V0A1, MGAT5B, L1CAM, SYT6, GDAP1L1, NRSN1, ELAVL3, DRD2, CRYBA2, ZNF335, ZNF579, HNF1A, RUNDC3A, HCN3, GLRA1, HTR5A, CDK5R1, NCAN, LHFPL5, PCSK2, GPRIN1"
"NUFIP1_TARGET_GENES",0.205673758865248,0.365145441463665,0.126253987849115,0.373706746073076,1.18606815563913,36,"HOXC6, KRT8, FOS, TJP3, SLC2A1, FUT10, TTI2, WWOX, PADI1, SMARCD2, SUCO"
"OCT1_01",5.72110461575032e-06,4.91814256441694e-05,0.610526878385931,0.40706415110419,1.76373603407699,228,"HOXA10, HOXA5, HOXD11, KCNJ13, WNT6, HOXB6, GPR4, CDK2, CD180, ID3, TBXAS1, SFRP2, PMEL, NEDD4, KCNN3, GPC4, BTK, TRPS1, LIPG, SLC7A11, MAF, ITPRIP, CSF3, ID4, LPL, PAX6, THAP2, IRX2, PDGFRB, MID1, NR2F2, SOX5, LYN, PPP1CC, TRAF3IP2, MCC, PYGO1, LINC00470, NXT2, DOK3, UPK3A, SLC19A3, REL, NUFIP2, NDUFA4L2, STAG1, SESN3, PRKG1, LRRN1, ZFY, VGLL3, SNCAIP, ING1, EGLN3, TCF12, ZFX, SKIL, LCOR, FZD4, ZFC3H1, ITPR3, PDE4D, MBIP, NIN, TTI2, MTUS1"
"OCT1_02",0.000663965785810263,0.00271119362539191,0.477270815362862,0.368438953659478,1.54918221205922,192,"HOXA10, POU4F2, OTP, BNC2, KCNJ13, RUNX1, DCN, GPC3, OTOS, TGIF1, ZIC2, KCNN3, ZIC1, TRPS1, PHF21B, TRDN, LPL, PAX6, ARHGAP6, REST, IQUB, ITGAL, CDKN2C, LIX1, STC1, ZIC4, DTNA"
"OCT1_03",0.0641447368421053,0.138767863367027,0.227987202850442,0.295470533496869,1.25205146974129,203,"HOXB5, DCN, MS4A7, GPC3, BMP4, GSX1, ZFP36L1, NFKBIA, HOXC4, GRAMD1C, AJUBA, EMX2, EYA1, FAM89A, SLC7A11, TBX6, LIFR, COL8A1, EN1, TMOD3, LTBP2, TMPRSS3, CDKN2C, MID1, FGD4, SOX5, TFAP2D, STAG2, JAG1, BAMBI, PRKG1, CNTLN, SALL1, ZNF654, TGM4, FAP, RIT1, ACP6, SKIL, TBL1X, ATL3, NEO1, ERRFI1, POLDIP3, NRP2, NEK7, JUP, CX3CR1, DMD, NRP1, MBNL1, ELK3, FOXN3, BUB3, PIAS1, DDX17, SLC6A11, NR1D1, TCF4, RPS6KB1, ZNF423, PTPRG, MEIS2"
"OCT1_04",1.49128547354811e-09,4.71438633573275e-08,0.788186810800237,0.478765037514304,2.04939743373687,213,"HOXD10, HOXC10, HOXA10, HOXC6, PITX2, SHOX2, SLC26A7, OMD, BNC2, C21orf62, KCNJ13, CD86, RUNX1, HOXB3, TBXAS1, TWIST1, SLC38A4, HOXC4, SCEL, BCL6, ZIC1, ACKR4, EYA1, NOTCH2, SLC7A11, CSF3, GABRG1, ZIC3, PAX6, THAP2, OLFML3, ARHGAP30, MID1, SOX5, POU3F2, ZIC4"
"OCT1_05",9.33284199683651e-08,1.50054293083852e-06,0.704975715167238,0.44008265047854,1.88901912296197,216,"HOXB9, HOXA10, HOXA5, HOXD11, SIX1, BNC2, SCNN1A, HOXB2, DCN, HOXB3, CDK2, ZFP36L1, TBXAS1, EDN1, PMEL, KCNN3, IL6, IKZF2, BTK, RHOBTB3, SLC7A11, MYBPC1, RFTN2, GADD45G, LPL, PAX6, ARHGEF38, IRX2, MRAS, FOS, ENPP1, PRRX1, BCL2, MID1, NR2E1, SOX5, CDCA7, PIM1, LYN, TCF7L1, DKK1, DTNA"
"OCT1_06",5.88366225296004e-05,0.000360374312993802,0.557332238758646,0.38682697325695,1.67605196830903,228,"HOXA11, HOXD8, PITX2, HOXD11, SLC26A7, HOXA7, PLSCR2, SCNN1A, WNT6, HCAR3, MSR1, KLF15, HCAR2, HOXC4, IRX3, GPC4, EYA1, MAF, UCMA, ID4, CTSK, REST, IRX2, BAZ1A, PRRX1, EN1, BCL2, PPP1R36, MECOM, STC1, SOX5, HNF4G, SYNE2, ALDH1A2, ELP4, VPREB3, CLN5, SREK1, LRRN1, PAX2, SAT1, NR2F1, OTX1"
"OCT1_07",0.00277172844251365,0.00943157595022005,0.431707695803346,0.372618527418497,1.49946437498939,147,"HOXA10, HOXD9, RUNX1, IGF2-AS, TBXAS1, SLA, NEDD4, KCNN3, ZIC1, PTPN22, TOB1, RFTN2, CSF3, IRX2, EN1, FGF11, MID1, ZIC4, DTNA, ATP13A4, SALL3, HEPH, CCDC80, LINC00470, ELP4, CD79B, ADD3, SALL1, HNRNPH1, BACE2, NR2F1"
"OCT1_B",0.000120670592846432,0.000666462056497783,0.538434096309916,0.380093476178179,1.64900846875345,227,"HOXA10, HOXA13, WNT6, HOXB6, CD86, GPR4, BCORP1, CDK2, CD180, ID3, TBXAS1, SFRP2, TWIST1, FZD2, PMEL, NEDD4, KCNN3, GPC4, BTK, LIPG, MAF, SOX2, MYBPC1, CSF3, LPL, PAX6, TSC22D3, BLNK, MRAS, KCTD12, PRRX1, BCL2, MID1, LYN, KANSL1L, CSRNP1, TRAF3IP2, DOK3, VPREB3, UPK3A, SLC19A3, REL, CD79B, NDUFA4L2, STAG1, SESN3, PRKG1, LRRN1, VGLL3"
"OCT1_Q5_01",1.48316655413099e-06,1.54628002451954e-05,0.643551836150722,0.424587648409101,1.84204326523748,227,"HOXA10, HOXA5, HOXD8, HOXD11, HOXA7, WNT6, HOXB6, RANBP3L, CD86, ANXA2, GPR4, BCORP1, HOXB3, PLA1A, CDK2, CD180, TBXAS1, SFRP2, PMEL, KCNN3, BTK, EYA1, LIPG, ITPRIP, MYBPC1, CSF3, LPL, PAX6, THAP2, TSC22D3, BLNK, MRAS, PRRX1, BCL2, MID1, LYN, KANSL1L, CSRNP1, TRAF3IP2, EDA, MSI2, GNA14, VPREB3, UPK3A, REL"
"OCT1_Q6",0.000170794399573037,0.000885600590378708,0.518848077743792,0.378623319672896,1.64287131822002,229,"HOXA10, HOXD11, SIX1, HOXA7, ADH1B, ANXA2, BCORP1, HOXB3, CDK2, KLF15, TBXAS1, PMEL, NEDD4, KCNN3, IRX3, BTK, SLC7A11, ITPRIP, CSF3, GADD45G, EBF2, LPL, PAX6, TSC22D3, IRX2, BLNK, MRAS, PRRX1, BCL2, MID1, LIF, SOX5, CDCA7, LYN, TCF7L1, DTNA, KANSL1L, GNA14, DOK3, VPREB3, UPK3A, REL, LRRN1, VGLL3, NR2F1, NIPBL"
"OCT_C",1.38374789846046e-06,1.47399232662092e-05,0.643551836150722,0.425921225070477,1.83340896855541,219,"HOXA10, BMP5, HOXD11, SIX1, SLC26A7, HOXA7, RANBP3L, GPR4, BCORP1, HOXB3, CDK2, TBXAS1, SFRP2, DSE, PMEL, NEDD4, KCNN3, YBX3, IKZF2, MYBPC1, SASH1, CSF3, ZIC3, LPL, PAX6, TSC22D3, BLNK, MRAS, PRRX1, BCL2, NR2E1, LYN, TCF7L1, DTNA, KANSL1L, TRAF3IP2, MSI2, NXT2, GNA14, VPREB3, REL, TEAD3, SESN3, NEDD9, LRRN1, SALL1"
"OCT_Q6",0.00017337242310072,0.000894236708624767,0.518848077743792,0.384822565987441,1.65638567530882,221,"HOXA10, HOXD11, HOXA7, WNT6, HOXB6, RANBP3L, CD86, ANXA2, GPR4, BCORP1, CDK2, CD180, TBXAS1, SFRP2, TWIST1, FZD2, PMEL, KCNN3, GPC4, BTK, EYA1, LIPG, ITPRIP, MYBPC1, CSF3, LPL, PAX6, THAP2, TSC22D3, BLNK, MRAS, PRRX1, MID1, LYN, KANSL1L, CSRNP1, TRAF3IP2, MSI2, VPREB3, UPK3A, REL, SESN3, LRRN1, VGLL3"
"OLF1_01",0.287051482059282,0.483133724513035,0.096240602328129,0.243948938622849,1.06630777388226,250,"HOXD13, HOXD11, HOXC13, SLC13A4, BMP4, TBXAS1, NEUROG3, TFAP2C, CAPN6, FXYD2, SGK1, TRPS1, HES7, NFATC4, ADRA2B, PTPN6, ITPR2, OLFML3, FLT1, PDGFRB, FGF11, ELF5, MECOM, SOX5, ATP1A2, PRKCH, PPP1R3D, CD79A, SLC41A1, MS4A1, CD19, PTCH1, NUFIP2, CD79B"
"OSF2_Q6",1.38093973005776e-09,4.5735794859499e-08,0.788186810800237,0.464166873638971,2.02028661381469,238,"HOXD10, HOXA5, PITX2, OTP, SLC26A7, HOXB5, TBX5, PROK2, WNT6, HOXB6, TP63, PRRG4, COL2A1, RUNX1, HOXB3, MGP, IL7R, BCL6, ITGA10, NDNF, ZIC1, SGK1, PI15, MMP14, HP, PTPN22, SOX2, TOB1, CHSY1, CASS4, STC2, DAB2, PAX1, TSC22D3, RHOQ, PRRX1, SLA2, FGF10, FERMT2, STC1, ZIC4, DKK1, SMAD9, RAB27A, MSI2, SIRT1, RUNX2, PURG, ERG, REL, STAG1, VASN"
